d	kh	দখ	0
d	g	দ্গ	1
d	gh	দ্ঘ	1
d	c	দচ	0
d	ch	দছ	0
d	j	দজ	0
d	jh	দঝ	0
d	T	দট	0
d	Th	দঠ	0
d	D	দড	0
d	Dh	দঢ	0
d	N	দণ	0
d	t	দত	0
d	th	দথ	0
d	d	দ্দ	1
d	dh	দ্ধ	1
d	n	দন	0
d	p	দপ	0
d	f	দফ	0
d	ph	দফ	0
d	b	দব	0
d	v	দ্ভ	1
d	bh	দ্ভ	1
d	m	দ্ম	1
d	z	দয	0
d	r	দ্র	1
d	l	দল	0
d	Sh	দষ	0
d	sh	দশ	0
d	s	দস	0
d	h	ধ	0
d	y	দ্য	1
dh	k	ধক	0
dh	kh	ধখ	0
dh	g	ধগ	0
dh	gh	ধঘ	0
dh	c	ধচ	0
dh	ch	ধছ	0
dh	j	ধজ	0
dh	jh	ধঝ	0
dh	T	ধট	0
dh	Th	ধঠ	0
dh	D	ধড	0
dh	Dh	ধঢ	0
dh	N	ধণ	0
dh	t	ধত	0
dh	th	ধথ	0
dh	d	ধদ	0
dh	dh	ধধ	0
dh	n	ধ্ন	1
dh	p	ধপ	0
dh	f	ধফ	0
dh	ph	ধফ	0
dh	b	ধব	0
dh	v	ধভ	0
dh	bh	ধভ	0
dh	m	ধ্ম	1
dh	z	ধয	0
dh	r	ধ্র	1
dh	l	ধল	0
dh	Sh	ধষ	0
dh	sh	ধশ	0
dh	s	ধস	0
dh	h	ধহ	0
dh	y	ধ্য	1
n	k	ঙ্ক	1
n	kh	ঙ্খ	1
n	g	ং	0
n	gh	ঙ্ঘ	1
n	c	ঞ্চ	1
n	ch	ঞ্ছ	1
n	j	ঞ্জ	1
n	jh	ঞ্ঝ	1
n	T	ন্ট	1
n	Th	ন্ঠ	1
n	D	ন্ড	1
n	Dh	ন্ডহ	1
n	N	নণ	0
n	t	ন্ত	1
n	th	ন্থ	1
n	d	ন্দ	1
n	dh	ন্ধ	1
n	n	ন্ন	1
n	p	নপ	0
n	f	নফ	0
n	ph	নফ	0
n	b	নব	0
n	v	নভ	0
n	bh	নভ	0
n	m	ন্ম	1
n	z	নয	0
n	r	ন্র	1
n	l	নল	0
n	Sh	নষ	0
n	sh	নশ	0
n	s	ন্স	1
n	h	নহ	0
n	y	ন্য	1
p	k	পক	0
p	kh	পখ	0
p	g	পগ	0
p	gh	পঘ	0
p	c	পচ	0
p	ch	পছ	0
p	j	পজ	0
p	jh	পঝ	0
p	T	প্ট	1
p	Th	প্টহ	1
p	D	পড	0
p	Dh	পঢ	0
p	N	পণ	0
p	t	প্ত	1
p	th	প্তহ	1
p	d	পদ	0
p	dh	পধ	0
p	n	প্ন	1
p	p	প্প	1
p	f	পফ	0
p	ph	প্পহ	1
p	b	পব	0
p	v	পভ	0
p	bh	পভ	0
p	m	পম	0
p	z	পয	0
p	r	প্র	1
p	l	প্ল	1
p	Sh	পষ	0
p	sh	পশ	0
p	s	প্স	1
p	h	ফ	0
p	y	প্য	1
f	k	ফক	0
f	kh	ফখ	0
f	g	ফগ	0
f	gh	ফঘ	0
f	c	ফচ	0
f	ch	ফছ	0
f	j	ফজ	0
f	jh	ফঝ	0
f	T	ফট	0
f	Th	ফঠ	0
f	D	ফড	0
f	Dh	ফঢ	0
f	N	ফণ	0
f	t	ফত	0
f	th	ফথ	0
f	d	ফদ	0
f	dh	ফধ	0
f	n	ফন	0
f	p	ফপ	0
f	f	ফফ	0
f	ph	ফফ	0
f	b	ফব	0
f	v	ফভ	0
f	bh	ফভ	0
f	m	ফম	0
f	z	ফয	0
f	r	ফ্র	1
f	l	ফ্ল	1
f	Sh	ফষ	0
f	sh	ফশ	0
f	s	ফস	0
f	h	ফহ	0
f	y	ফ্য	1
ph	k	ফক	0
ph	kh	ফখ	0
ph	g	ফগ	0
ph	gh	ফঘ	0
ph	c	ফচ	0
ph	ch	ফছ	0
ph	j	ফজ	0
ph	jh	ফঝ	0
ph	T	ফট	0
ph	Th	ফঠ	0
ph	D	ফড	0
ph	Dh	ফঢ	0
ph	N	ফণ	0
ph	t	ফত	0
ph	th	ফথ	0
ph	d	ফদ	0
ph	dh	ফধ	0
ph	n	ফন	0
ph	p	ফপ	0
ph	f	ফফ	0
ph	ph	ফফ	0
ph	b	ফব	0
ph	v	ফভ	0
ph	bh	ফভ	0
ph	m	ফম	0
ph	z	ফয	0
ph	r	ফ্র	1
ph	l	ফ্ল	1
ph	Sh	ফষ	0
ph	sh	ফশ	0
ph	s	ফস	0
ph	h	ফহ	0
ph	y	ফ্য	1
b	k	বক	0
b	kh	বখ	0
b	g	বগ	0
b	gh	বঘ	0
b	c	বচ	0
b	ch	বছ	0
b	j	ব্জ	1
b	jh	ব্জহ	1
b	T	বট	0
b	Th	বঠ	0
b	D	বড	0
b	Dh	বঢ	0
b	N	বণ	0
b	t	বত	0
b	th	বথ	0
